pincode,location_type,distance_km,terrain_type,infra_type,base_material_cost,labor_rate_factor,final_cost
122001,Urban,5.59,Low,Aerial,7904,1.29,21297.56
411045,Urban,1.79,Low,Underground,3863,1.33,9752.28
411045,Urban,9.05,Low,Underground,7541,1.08,29827.27
500081,Rural,3.76,Medium,Underground,5315,1.44,21200.94
500081,Rural,2.7,Low,Underground,6447,1.38,18166.43
110001,Urban,9.76,Medium,Underground,4763,1.09,30765.69
560034,Urban,5.47,Medium,Underground,3326,1.27,18540.94
600028,Rural,8.88,Low,Underground,7769,1.34,36559.16
700091,Rural,7.42,Medium,Aerial,3529,1.16,22165.48
700091,Rural,2.32,High,Underground,6047,1.34,18412.67
380001,Rural,4.45,Medium,Aerial,6430,1.26,20908.84
500032,Urban,5.11,Medium,Aerial,4464,1.41,18493.79
110016,Rural,0.75,Low,Underground,5913,1.06,9764.39
600001,Rural,2.31,High,Aerial,6527,1.28,16886.16
600028,Urban,9.64,High,Aerial,4910,1.18,30629.82
411001,Urban,1.91,High,Underground,4889,1.5,15153.17
560001,Rural,8.83,Low,Aerial,3808,1.48,24956.19
110016,Rural,8.57,High,Aerial,6554,1.1,32904.52
411045,Urban,8.25,Medium,Aerial,5705,1.33,26552.38
380015,Urban,8.6,High,Underground,6540,1.43,35551.27
560001,Urban,3.64,Medium,Underground,5128,1.24,17302.52
500032,Rural,9.92,High,Underground,5933,1.22,42298.36
110016,Rural,5.38,Low,Aerial,3227,1.32,16071.69
400001,Urban,9.33,High,Aerial,5398,1.4,30567.98
600001,Rural,7.79,High,Aerial,4586,1.02,25982.63
700001,Urban,3.2,Medium,Aerial,7747,1.2,17655.71
500081,Rural,5.28,High,Aerial,6187,1.04,22553.26
700001,Rural,9.07,High,Aerial,7133,1.21,35366.43
411045,Rural,7.57,Low,Aerial,5194,1.04,22023.95
400076,Urban,7.27,High,Aerial,6191,1.47,27666.88
122002,Rural,3.58,Low,Aerial,6252,1.32,16672.96
600001,Urban,3.08,High,Underground,3518,1.46,15164.44
122002,Rural,6.22,Low,Underground,4585,1.21,23006.52
700001,Urban,8.22,Medium,Underground,7309,1.48,35413.62
560034,Rural,7.43,Medium,Underground,5373,1.08,26937.83
110016,Rural,7.72,Low,Aerial,6478,1.07,24767.97
122001,Rural,7.95,Low,Aerial,6766,1.32,26310.58
380001,Urban,8.57,Low,Aerial,3605,1.29,21683.81
560034,Urban,2.13,Medium,Underground,4158,1.12,11463.76
110016,Urban,7.28,High,Underground,6963,1.01,29855.16
400001,Urban,2.01,Low,Underground,4463,1.18,10268.16
500032,Urban,6.18,High,Underground,3542,1.03,21418.97
600028,Urban,4.19,Low,Aerial,5687,1.17,15389.44
600001,Rural,5.01,Low,Underground,6395,1.09,21944.51
110001,Urban,8.83,High,Underground,6356,1.08,33679.04
600028,Urban,6.3,Medium,Aerial,4160,1.27,19681.78
411001,Rural,9.43,Medium,Aerial,6595,1.13,30832.57
600001,Urban,3.43,Medium,Aerial,6031,1.05,14563
411001,Rural,0.65,Medium,Underground,6561,1.27,12820.43
600001,Rural,2.87,High,Underground,6703,1.29,20683.71
411001,Urban,2.33,High,Aerial,5420,1.08,12823.49
380001,Rural,1.5,High,Underground,5020,1.41,15506.15
560001,Urban,5.15,Low,Underground,7989,1.06,20855.61
700091,Rural,5.44,High,Underground,6116,1.17,28119.39
400076,Urban,9.92,Low,Underground,3029,1.38,28319.64
500081,Rural,7.81,High,Aerial,7285,1.4,34609.32
122002,Rural,4.33,High,Underground,7065,1.31,26518.37
411001,Rural,6.34,Medium,Underground,5067,1.28,25224.01
700091,Urban,0.98,High,Aerial,3121,1.18,6504.02
411001,Rural,6.03,Low,Aerial,6615,1.37,23238.37
500032,Rural,9.04,High,Underground,5217,1.17,34693.42
411001,Rural,6,Low,Aerial,6502,1.25,21965.3
600001,Urban,9.8,Medium,Underground,5629,1.3,34262.85
411045,Rural,2.19,High,Underground,7865,1.18,21077.44
560034,Urban,3.75,Medium,Underground,6943,1.3,20683.99
380015,Rural,9.8,Low,Underground,6878,1.07,33072.58
560001,Urban,9.99,Low,Underground,7976,1.15,32685.66
600001,Urban,8.04,High,Underground,7054,1.34,35493.31
500081,Urban,4.34,High,Underground,6983,1.27,24107.79
411045,Urban,9.38,Medium,Aerial,4229,1.15,25745.74
700091,Urban,9,Medium,Underground,7755,1.35,37793.63
600028,Urban,0.88,High,Aerial,3524,1.25,7175.96
122002,Rural,1.4,Medium,Aerial,5174,1.24,10667.16
411001,Rural,9.57,Medium,Underground,4464,1.03,32826.78
560001,Urban,9.93,High,Aerial,4015,1.33,30739.8
500081,Urban,9.65,High,Aerial,6458,1.44,33695.03
122001,Urban,4.73,Low,Aerial,3953,1.43,15033.58
560034,Urban,2.2,Low,Aerial,5842,1.45,12866.09
110001,Rural,5.25,Low,Aerial,3685,1.3,16106.26
380015,Rural,5.53,Medium,Aerial,6509,1.2,22730.07
122001,Rural,6.04,Low,Aerial,4655,1.16,19118.78
400001,Urban,6.16,High,Aerial,3166,1.46,20150.22
110016,Urban,3,High,Aerial,3843,1.25,12489.68
380001,Urban,1.04,Low,Aerial,3906,1.28,7177.13
110016,Urban,9.29,Low,Aerial,7197,1.31,29390.02
500081,Rural,7.04,High,Underground,3371,1.34,28615.81
110016,Rural,9.68,High,Aerial,3917,1.4,30814.24
600028,Urban,3.29,Medium,Underground,7123,1.15,18590.9
400076,Rural,8.19,High,Aerial,7556,1.2,31690.21
380001,Urban,4.41,Medium,Aerial,3488,1.46,14860.91
500081,Urban,4.65,Medium,Underground,3202,1.49,17772.02
700091,Rural,3.57,High,Aerial,5995,1.22,19539.57
600028,Urban,1.75,Medium,Underground,7502,1.16,16095.88
600001,Rural,3.41,Medium,Aerial,7165,1.32,19598.96
110016,Urban,5.03,High,Aerial,5847,1.37,21543.61
700001,Urban,6.49,High,Aerial,5255,1.28,24256.08
500032,Rural,4.74,High,Aerial,3155,1.22,17553.95
700091,Urban,1.9,High,Aerial,4385,1.33,11435.55
110016,Urban,7.98,Low,Underground,6871,1.38,28526.77
560001,Urban,4.5,High,Underground,7823,1.49,27147.26
500032,Rural,3.38,High,Aerial,5032,1.29,17561.68
500032,Rural,5.21,Low,Underground,3130,1.21,16782.21
400001,Rural,2.13,Low,Underground,7124,1.25,16870.19
700001,Urban,8.49,High,Underground,3581,1.32,29980.3
700091,Rural,5.02,Medium,Aerial,3389,1.32,16884.5
380015,Urban,6.41,Low,Underground,7395,1.33,25677.85
700091,Rural,6.08,High,Aerial,7865,1.41,29647.58
560001,Urban,4.11,Low,Underground,6897,1.08,18271.76
700001,Rural,2.91,Low,Aerial,5312,1.29,13574.55
411001,Urban,8.95,Medium,Underground,6490,1.14,30689.61
700001,Rural,7.81,Low,Aerial,3324,1.37,20792.36
380015,Urban,2.75,High,Underground,4588,1.14,14311.87
380001,Rural,3.92,Low,Underground,6533,1.43,20465.38
122002,Urban,4.59,High,Aerial,6261,1.16,20633.75
110016,Rural,9.58,Low,Underground,6103,1.23,32224.79
411001,Rural,1.63,Medium,Underground,6251,1.18,13977.82
700091,Urban,7.04,Low,Underground,6492,1.05,23391.15
560001,Rural,4.1,Low,Aerial,7677,1.06,17912.75
411045,Urban,8.7,High,Underground,7413,1.21,36184.87
110001,Urban,0.85,High,Aerial,6579,1.47,13539.05
110016,Urban,5.66,High,Underground,3236,1.28,20553.61
500032,Rural,6.14,High,Aerial,6619,1.33,26441.23
411001,Rural,6.53,Low,Underground,4994,1.18,23577.15
500081,Urban,5.6,Low,Underground,3449,1.41,17860.72
400001,Urban,4.37,Low,Aerial,4193,1.21,13264.8
122002,Urban,8.64,Low,Aerial,4097,1.41,22903.55
700001,Rural,8.38,Medium,Underground,7635,1.15,36206.24
400001,Urban,6.39,Low,Underground,4281,1.35,20310.49
560034,Rural,7.67,High,Underground,3652,1.28,29408.16
380015,Rural,7.4,Medium,Aerial,7492,1.42,29527.58
700091,Rural,4.87,Low,Aerial,3667,1.08,14179.83
122002,Rural,9.32,Medium,Underground,3801,1.36,33544.94
122001,Rural,5.55,Medium,Aerial,3871,1.35,18886.82
400001,Rural,9.6,Medium,Aerial,4984,1.01,28519.8
700001,Urban,2.55,High,Aerial,6125,1.22,15618.22
411045,Urban,5.18,Medium,Underground,7117,1.25,24128.25
380001,Rural,3.86,Medium,Underground,6602,1.2,20674.44
700091,Rural,0.65,Low,Underground,7274,1.36,14525.53
122001,Urban,6.4,Medium,Aerial,7410,1.09,21883.92
700091,Urban,9.72,Medium,Aerial,5047,1.05,26849.24
500081,Urban,5.86,High,Underground,5768,1.35,26630.2
110016,Urban,8.58,High,Aerial,4213,1.4,27183.2
110016,Urban,8.03,Medium,Aerial,3843,1.37,24132.32
122001,Urban,0.53,Low,Underground,4571,1.29,7888.09
600028,Urban,5.54,Low,Underground,6172,1.33,22291.77
400076,Rural,0.84,Medium,Underground,4172,1.27,9648.26
560001,Rural,6.62,Low,Underground,6439,1.16,25125.92
600001,Urban,3.28,Medium,Underground,5297,1.27,17132.12
700091,Rural,5.27,Medium,Underground,4132,1.17,21213.67
500081,Rural,3.02,Low,Underground,6417,1.16,16273.04
700091,Rural,8.41,Medium,Underground,3626,1.41,29032.39
110001,Urban,6.35,High,Aerial,3224,1.21,19801.46
500081,Rural,1.88,Medium,Aerial,7113,1.21,14708.25
122001,Rural,1.89,Medium,Aerial,3946,1.19,10236.95
110016,Rural,7.51,Medium,Aerial,5071,1.06,25389.45
600028,Urban,5.15,High,Aerial,4696,1.01,18184.79
122001,Rural,7.45,High,Aerial,7506,1.31,31891.76
560034,Rural,6.04,Low,Aerial,7071,1.22,21384.6
600028,Rural,0.62,Medium,Underground,6722,1.14,12248.01
380015,Urban,5.49,Low,Aerial,3032,1.08,14619.83
500081,Urban,7.46,High,Underground,3908,1.12,26912.51
560034,Urban,2.65,Low,Underground,5097,1.08,12919.55
700091,Urban,4.91,High,Aerial,3158,1.19,16091.87
122002,Rural,8.26,High,Aerial,5718,1.09,28803.66
110016,Rural,5.65,High,Aerial,3666,1.12,20685.54
380015,Urban,7.59,Medium,Underground,6028,1.44,29442.79
122001,Rural,3.68,High,Aerial,4899,1.21,17605.55
500081,Urban,3.26,Low,Underground,5469,1.34,16382.91
500081,Urban,2.1,Medium,Aerial,6213,1.22,12780.24
700091,Urban,8.85,High,Underground,3838,1.26,31789.11
380001,Urban,5.74,Medium,Aerial,6238,1.44,22014.4
560034,Rural,9.45,High,Underground,5132,1.49,39128.32
700091,Rural,9.62,High,Aerial,4642,1.23,33208.73
700001,Rural,3.04,Medium,Underground,5073,1.29,16429.93
380001,Urban,1.69,Medium,Underground,3503,1.21,9790.98
122002,Urban,4.97,Medium,Aerial,6088,1.48,20005.74
700001,Rural,6.17,Low,Aerial,6320,1.32,22606.83
500032,Urban,0.6,Medium,Underground,7556,1.02,11345.08
400001,Rural,1.31,Medium,Aerial,4083,1.07,7912.06
110001,Urban,2.77,Medium,Underground,4085,1.27,13361.52
400076,Urban,6.12,Medium,Underground,7703,1.02,25365.66
560001,Urban,3.75,High,Underground,4639,1.06,16817.38
380015,Urban,9.43,High,Aerial,3146,1.22,26553.86
600028,Rural,1.44,High,Underground,6595,1.5,18982.67
700001,Urban,1.27,Low,Aerial,3324,1.21,6383.06
560034,Rural,1.05,Medium,Underground,4057,1.22,9624.06
411045,Urban,7.42,Low,Aerial,5633,1.44,22741.68
380015,Rural,8.07,Low,Underground,6501,1.49,30637.1
122001,Urban,9.3,High,Underground,4681,1.16,33854.66
700091,Urban,7.17,Low,Aerial,4435,1.46,21048.98
411001,Rural,5.24,High,Aerial,7352,1.13,25431.9
110001,Rural,0.99,Low,Underground,6501,1.46,14332.15
411001,Rural,3.56,High,Underground,3636,1.4,18430.1
411045,Urban,0.77,Medium,Aerial,3830,1.25,6776.57
411001,Rural,1,Low,Underground,5766,1.21,11444.17
700091,Rural,0.94,Low,Aerial,7664,1.2,11942.66
110016,Urban,9.02,Medium,Aerial,3663,1.41,26252.24
122002,Rural,1.92,High,Aerial,4690,1.06,11183.7
400076,Rural,6.7,Low,Underground,4054,1.1,23287.41
500032,Urban,2.03,High,Underground,5733,1.16,15230.69
600001,Rural,3.55,Low,Underground,5074,1.08,15744.59
110016,Urban,1.05,High,Aerial,6718,1.49,14038.08
560034,Urban,6.84,Medium,Underground,3580,1.48,24697.82
380001,Urban,3.79,Medium,Underground,7958,1.2,21852.89
122002,Rural,1.1,Low,Aerial,6451,1.45,12691.2
700001,Rural,1.81,Medium,Aerial,6967,1.32,15144.36
400001,Rural,5.79,High,Aerial,7589,1.3,28598.31
700001,Rural,0.69,Medium,Aerial,6221,1.27,10808.02
122001,Rural,5.68,High,Aerial,4147,1,20049.45
380001,Urban,9.71,Medium,Aerial,5177,1.42,30311.39
600001,Rural,3.69,Medium,Aerial,3202,1.43,14588.77
411045,Rural,7.89,Medium,Aerial,3157,1.17,22947.41
110016,Rural,1.02,Low,Aerial,6594,1.1,10069.65
600001,Rural,0.93,Medium,Aerial,7300,1.3,13298.3
122001,Urban,7.75,Low,Aerial,6767,1.03,22320.57
700001,Urban,8.52,Low,Underground,4887,1.07,25044.54
110001,Rural,6.53,Low,Aerial,7938,1.31,24831.91
122001,Rural,8.11,High,Aerial,4152,1.03,26527.21
380001,Urban,7.26,High,Underground,6779,1.29,31756.52
380001,Urban,6.67,Medium,Underground,5081,1.18,23243.57
700091,Rural,3.8,High,Aerial,5518,1.48,19565.13
122001,Urban,8.89,Low,Aerial,7348,1.39,28038.18
560034,Urban,9.84,Medium,Underground,5383,1.25,33637.74
400001,Rural,7.42,High,Underground,5318,1.16,31092.66
600028,Urban,5.85,Medium,Underground,5145,1.19,21533.89
400076,Rural,3.07,Low,Underground,5860,1.34,16778.18
600028,Urban,9.85,Low,Underground,5440,1.32,30073.37
500081,Urban,0.86,Low,Underground,6974,1.47,13347.34
700091,Urban,4.02,Medium,Underground,5753,1.19,19088.07
700001,Urban,5.63,Low,Underground,5892,1.23,21217.51
700091,Urban,2.54,Low,Underground,3988,1.18,11211.2
400076,Urban,9.22,High,Underground,4024,1.09,32594.86
110001,Urban,6.1,Low,Aerial,4200,1.35,18383.11
411045,Urban,2.07,Medium,Underground,4236,1.13,10943.32
122001,Urban,0.69,Low,Aerial,7733,1.36,11706.82
560034,Rural,2.76,Low,Underground,5823,1.34,16606.5
122001,Urban,2.83,Medium,Underground,5673,1.42,16963.02
700091,Rural,7.07,High,Aerial,5402,1.35,27254.06
380015,Urban,9.29,High,Underground,7867,1,35066
400001,Rural,8.42,Low,Aerial,6267,1.34,28253.77
122002,Rural,1.53,Medium,Underground,6564,1.44,17184.33
500081,Urban,0.97,Low,Aerial,3264,1.4,6253.45
110016,Urban,4.82,High,Aerial,3025,1.18,15469.46
560034,Rural,8.47,High,Underground,3557,1.32,33329.32
110001,Urban,6.35,High,Aerial,5794,1.35,24935.75
500081,Rural,4.27,High,Underground,3012,1.08,17690.25
560001,Urban,9.47,Low,Underground,4262,1.04,25722.77
600028,Rural,7.17,Medium,Aerial,3341,1.17,22555.06
500081,Urban,3.34,Medium,Underground,5815,1.45,18472.43
500032,Urban,7.61,Medium,Underground,5725,1.07,26182.06
411045,Urban,9.08,High,Aerial,7941,1.37,34919.88
400076,Urban,8.82,High,Underground,7293,1.3,39023.35
600001,Urban,9.5,High,Underground,4180,1.29,33576.45
411045,Urban,8.39,Medium,Underground,4285,1.29,28227.44
411001,Rural,8.35,Medium,Underground,6301,1.06,33013.64
600001,Rural,9.61,Medium,Underground,5567,1.02,33864.28
600028,Urban,5.22,Medium,Aerial,3186,1.38,16786.39
560034,Urban,6.92,Low,Aerial,5510,1.04,19092.17
700091,Rural,8.73,Medium,Underground,7855,1.23,35418.91
411045,Rural,0.96,Low,Aerial,4008,1.3,7529.94
411045,Rural,8.34,Low,Underground,5845,1.16,29303.94
500032,Rural,5.68,Low,Underground,4974,1.3,22464.37
122001,Rural,5.71,Low,Underground,5447,1.07,22287.37
122002,Urban,3.58,High,Aerial,4743,1.25,15669.92
700001,Rural,7.67,Low,Aerial,7683,1.39,28782.57
122001,Rural,7.47,Low,Aerial,7511,1.33,27320.05
560001,Urban,5.67,Medium,Underground,5032,1.08,21456.03
380001,Urban,1.49,Low,Underground,3765,1.05,7881.8
411045,Rural,4.7,Medium,Underground,3583,1.39,19509.07
400001,Urban,1.61,Low,Underground,6288,1.13,12056.01
560034,Urban,8.88,Low,Underground,5066,1.41,29438.12
600001,Urban,6.02,Medium,Underground,5244,1.47,24664.84
110001,Rural,6.65,High,Underground,5133,1.15,28841.93
560034,Rural,7.35,High,Aerial,3816,1.4,24798.23
380015,Rural,1.56,Low,Aerial,6158,1.39,12097.71
122001,Urban,4.36,Medium,Underground,5679,1.22,20395.85
110001,Rural,9.31,Low,Aerial,4475,1.44,26335.86
500081,Rural,8.3,Low,Aerial,4422,1.29,25034.67
600028,Rural,2.34,Medium,Underground,4268,1.11,12515.11
380001,Rural,3.16,Low,Underground,5386,1.24,15964.64
700001,Rural,6.14,Low,Underground,5042,1.48,24943.22
110001,Rural,9.11,Medium,Aerial,3937,1.11,25833.86
400001,Urban,1.76,Medium,Underground,6563,1.47,15981.82
411001,Rural,3.2,High,Aerial,3492,1.21,14203.87
500081,Urban,1.18,Medium,Aerial,7527,1.27,13211.57
400076,Rural,9.17,Low,Underground,5348,1.5,32849.11
411045,Urban,9.02,Medium,Aerial,3184,1.13,23929.65
110001,Urban,1.35,Low,Aerial,7018,1.19,11116.46
700091,Urban,6.21,Medium,Underground,6706,1.39,26523.17
122001,Rural,1.79,Medium,Underground,4377,1.48,14385.36
411045,Urban,6.2,Medium,Aerial,7868,1.43,25806.85
380015,Rural,7.2,High,Aerial,4834,1.38,28574.55
500032,Rural,4.96,Medium,Underground,4951,1.46,24397.9
110016,Rural,9.82,Medium,Aerial,7550,1.43,37572.05
411001,Urban,1.25,Low,Aerial,7045,1.28,11597.02
411001,Urban,2.05,Low,Aerial,3394,1.37,8877.29
500081,Rural,6.11,High,Underground,6321,1.23,30255.61
122002,Rural,9.63,Medium,Aerial,6964,1.24,31726.99
600001,Urban,4.96,Medium,Aerial,4900,1.03,16324.97
560001,Urban,1.24,Medium,Underground,5970,1.13,11920.02
500032,Urban,1.82,High,Aerial,7295,1.46,17161.29
400001,Rural,5.33,High,Aerial,5751,1.08,22086.96
110001,Rural,2.89,Low,Aerial,6499,1.12,14667.56
110016,Rural,0.95,Medium,Aerial,7599,1.27,13927.26
700001,Rural,7.65,Medium,Aerial,3225,1.08,21838.58
110016,Urban,6.39,Medium,Underground,3364,1.3,22186.32
411045,Urban,3.36,High,Aerial,3886,1.25,14112.74
400001,Urban,6.18,Medium,Aerial,7010,1.16,21555.84
400001,Urban,9.35,High,Underground,3137,1.19,31979.05
122002,Urban,7.05,Medium,Aerial,6372,1.08,22689.17
400001,Rural,8.97,Low,Aerial,6131,1.16,28141.52
560034,Rural,7.56,Low,Underground,7197,1.48,31832.62
380015,Urban,8.71,Medium,Aerial,7616,1.09,27307.53
122001,Rural,8.06,High,Aerial,5218,1.36,30327.69
560001,Rural,4.78,High,Underground,3331,1.33,20816.06
400076,Rural,9.25,Medium,Underground,5209,1.39,34288.79
380015,Rural,2.8,Medium,Aerial,5502,1.45,16590.35
400076,Urban,5.6,Low,Underground,3128,1.11,17486.44
600001,Urban,3.62,Low,Aerial,4087,1.49,13280.04
411001,Rural,4.38,Medium,Underground,4103,1.21,18137.81
560001,Rural,3.92,Low,Underground,4601,1.02,15086.94
400076,Urban,6.56,Low,Underground,5544,1,20742.05
110001,Rural,6.66,High,Aerial,7084,1.18,28609.05
700091,Rural,1.28,Low,Underground,6240,1.07,11085.66
400001,Urban,3.52,Medium,Aerial,6813,1.29,17357.14
122002,Urban,2.75,Low,Aerial,4550,1.35,11627.16
600001,Urban,2.71,High,Aerial,6931,1.45,18104.36
380015,Rural,7.77,Low,Underground,7887,1.04,29082.86
411045,Rural,6.34,Medium,Aerial,6652,1.47,27418.23
700091,Rural,2.73,High,Underground,6499,1.44,21098.3
380015,Rural,9.48,High,Aerial,4533,1.02,30361.09
122001,Urban,3.45,High,Aerial,5332,1.14,15024.62
600028,Rural,0.52,Low,Underground,5232,1.13,8768.41
122001,Urban,6.48,Medium,Aerial,4133,1.35,21288.94
500032,Rural,3.92,High,Aerial,5825,1.19,19840.56
560034,Urban,2.45,Medium,Underground,4471,1.38,13734.93
500081,Urban,6.67,High,Underground,7131,1.01,29744.07
400001,Urban,4.93,Medium,Aerial,6054,1.16,18262.93
122002,Rural,0.65,Low,Underground,4528,1.29,8824.99
400001,Rural,5.29,Medium,Underground,4639,1.13,21212.09
110001,Rural,6.32,High,Underground,4275,1.14,26705.44
122001,Rural,3.52,Low,Underground,6651,1.08,17215.63
380001,Urban,1.36,High,Aerial,6644,1.24,13563.56
500032,Urban,2.09,Low,Aerial,3441,1.31,8354.55
560001,Urban,4.84,High,Aerial,5757,1.37,20842.43
110001,Rural,9.38,Low,Underground,6454,1.21,33242.71
110016,Rural,6.97,High,Underground,4246,1.18,29598.38
411045,Urban,4.78,High,Underground,7921,1.16,25972.94
600001,Urban,0.64,Medium,Underground,4580,1.02,7511.68
411045,Rural,3.95,Low,Underground,3548,1.06,15119.73
500032,Rural,7.05,High,Underground,3553,1.42,28614.2
380015,Urban,5.26,Low,Underground,7136,1.28,21641.26
500081,Rural,4.1,Medium,Aerial,7215,1.17,19196.99
110016,Rural,2.78,Medium,Underground,6237,1.18,17479.95
560001,Urban,8.01,Medium,Aerial,7749,1.42,30406.42
400001,Rural,3.17,High,Aerial,5671,1.36,18764.13
380001,Rural,2.11,Low,Underground,6262,1.25,15361.71
600028,Urban,5.4,High,Underground,5634,1.34,24390.28
560001,Urban,2.29,Low,Aerial,6084,1.45,12986.37
500081,Rural,1.99,Low,Aerial,4828,1.04,9471.97
600001,Urban,7.73,High,Aerial,3392,1.45,23556.94
380001,Rural,8.56,Low,Underground,6420,1.27,32445.05
380001,Rural,5.29,Low,Underground,6446,1.4,25134.17
560034,Rural,5.59,High,Underground,5103,1.4,26047.36
500032,Rural,7.16,Low,Underground,7908,1.26,29260.31
110016,Urban,5.85,High,Aerial,4455,1.2,21383.98
380015,Rural,8.79,Medium,Aerial,3805,1.19,26391.86
700001,Rural,8.67,High,Underground,5736,1.18,36812.39
110016,Urban,9.14,Medium,Aerial,6817,1.17,28775.63
500032,Urban,4.73,High,Underground,7652,1.27,26152.52
700001,Urban,4.49,Medium,Aerial,4449,1.11,15211.53
411045,Urban,9.44,Medium,Underground,4868,1.18,30712.83
380001,Rural,4.54,Medium,Aerial,7763,1.35,23083.7
560001,Urban,0.73,Low,Underground,4897,1.39,9350.03
110016,Urban,4.09,Medium,Aerial,3756,1.1,14096.13
560034,Urban,9.51,Low,Underground,3949,1.44,28295.01
380015,Urban,3.71,Medium,Aerial,6106,1.2,16607.11
400001,Rural,9.32,Low,Underground,7783,1.09,32114.62
400001,Rural,1.12,Low,Underground,3850,1.1,7927.42
600028,Rural,3.48,Medium,Underground,5526,1.01,16334.56
560034,Rural,2.01,High,Aerial,7352,1.02,14505.59
500032,Urban,1.5,Medium,Underground,5441,1.23,12426.16
380001,Urban,2.85,Medium,Aerial,6526,1.31,15992.75
700091,Rural,9.59,Medium,Underground,7514,1.44,42074.97
122002,Urban,6.75,Medium,Underground,6327,1.43,28060.79
122001,Urban,2.61,Medium,Aerial,5197,1.25,13002.23
110016,Urban,5.95,High,Aerial,6548,1.3,23868.34
700091,Rural,9.1,Low,Aerial,4549,1.44,26740.51
400001,Rural,6.26,Low,Aerial,3915,1.02,18190.18
700001,Urban,3.9,Medium,Underground,4153,1.25,16973.03
700091,Rural,5.04,Medium,Underground,6697,1.34,26340.1
110016,Urban,7.54,High,Aerial,7906,1.26,30007.93
110016,Rural,0.65,Low,Underground,4095,1.29,8150.26
700091,Urban,8.98,Medium,Aerial,5214,1.14,26596.45
380015,Urban,2.61,High,Underground,4309,1.47,16282.18
560034,Urban,0.99,Medium,Underground,7860,1.29,15113.48
122001,Urban,9.47,Low,Underground,3865,1.01,26245.94
411001,Rural,9.96,Medium,Aerial,4601,1.41,29987.34
122001,Rural,4.05,High,Aerial,3289,1.4,16928.68
380015,Rural,1.8,High,Underground,4025,1.04,11310.12
110016,Urban,3.59,Medium,Underground,5560,1.07,16277.65
500032,Urban,6.48,Low,Aerial,6872,1.24,22243.56
700091,Urban,9.99,High,Underground,4777,1.27,36124.99
122002,Rural,6.92,Medium,Underground,6080,1.26,30032.16
600028,Urban,9.01,High,Underground,4201,1.2,31150.89
700091,Rural,9.56,High,Aerial,3517,1.4,30941.44
600001,Rural,3.11,Low,Aerial,4274,1.11,11470.29
700001,Urban,5.44,Low,Aerial,5594,1.37,18412.9
500081,Rural,6.48,High,Underground,3795,1.21,26398.98
122001,Rural,0.62,High,Aerial,5832,1.38,12363.37
122001,Rural,9.6,Medium,Aerial,5875,1.32,32169.84
110001,Rural,9.39,High,Underground,6748,1.36,42893.23
500032,Rural,7.18,High,Underground,3852,1.01,26687.06
122002,Rural,3.41,High,Underground,4234,1.19,17820.76
560034,Rural,0.78,Medium,Underground,4116,1.11,8386.46
700091,Rural,1.86,High,Underground,3125,1.09,10882.39
400076,Rural,7.28,Medium,Underground,7171,1.4,33977.77
700091,Rural,1.74,Low,Aerial,7562,1.27,14403.16
500032,Urban,8.33,Medium,Aerial,3289,1,22801.71
400001,Urban,6.2,Medium,Underground,7517,1.09,26776.84
500081,Urban,2.88,Medium,Aerial,3000,1.49,11796.67
411045,Urban,5.08,High,Aerial,7833,1.17,23959.87
500032,Urban,2.34,Medium,Aerial,6947,1.12,14119.06
400001,Urban,7.85,Low,Underground,4877,1.25,24020.58
380001,Rural,4.52,Medium,Underground,7642,1.42,27074.34
380015,Urban,3.22,High,Underground,4936,1.01,15885.76
400076,Urban,8.35,Medium,Underground,6121,1.32,30555.37
400076,Rural,7.69,Medium,Aerial,6929,1.43,30136.48
700091,Rural,8.88,Medium,Aerial,4338,1.39,26997.36
560034,Rural,8.34,High,Aerial,3870,1.33,27838.57
380001,Rural,1.09,High,Underground,4989,1.06,11492.62
700091,Rural,7.8,High,Aerial,3624,1.31,26941.46
122002,Urban,5.02,High,Aerial,4743,1.11,18120.6
110001,Rural,6.04,Medium,Aerial,3784,1.2,19062.84
380015,Urban,3.3,High,Aerial,5017,1.5,17569.48
400076,Rural,2.45,Medium,Underground,7177,1.03,17578.09
411001,Urban,6.73,High,Underground,4818,1.2,26130.72
400001,Rural,0.89,Medium,Underground,5452,1.37,12444.34
600001,Urban,4.73,Low,Aerial,7248,1.29,17955.07
411001,Urban,8.13,High,Underground,7103,1.13,33066.09
500032,Rural,5.28,Medium,Aerial,7906,1.31,24718.87
400001,Urban,1.84,Medium,Underground,5135,1.13,12281.52
600001,Rural,4.67,Medium,Aerial,6483,1.22,20882.89
600001,Urban,7.13,Medium,Underground,6901,1.23,28999.66
400076,Urban,4.28,Low,Underground,5182,1.14,16113.36
380015,Urban,5.59,Low,Underground,7367,1.28,22962.4
700091,Rural,1.89,High,Underground,7911,1.32,20768.64
411045,Rural,9.86,Low,Underground,4457,1.18,29610.61
700001,Urban,4.48,High,Underground,5601,1.34,23027.92
380001,Urban,8.83,Medium,Aerial,5307,1.43,27082.83
600001,Urban,5.73,Low,Aerial,7421,1.36,21156.91
400001,Urban,6.36,High,Aerial,7180,1.14,24205.31
110001,Rural,1.84,High,Underground,5968,1.43,18517.46
500032,Rural,8.3,High,Underground,5769,1.2,34602.91
122001,Urban,2.29,Medium,Underground,6684,1.35,16405.7
122001,Rural,0.68,Medium,Aerial,5447,1.16,9525.88
700001,Urban,7.72,Medium,Aerial,3722,1.24,21497.25
122002,Rural,6.59,High,Aerial,5190,1.44,27197.04
